name,time
ins-01,0.03241
ins-02,0.02502
ins-03,0.03844
ins-04,0.12918
ins-05,0.57858
ins-06,0.70330
ins-07,2.52134
ins-08,1.61334
ins-09,1.41786
ins-10,5.15587
ins-11,103.96322
ins-12,33.29153
ins-13,15.79429
ins-14,12.16986
ins-15,68.24687
ins-16,300.04497
ins-17,292.36255
ins-18,300.05271
ins-19,300.05766
ins-20,10.21166
ins-21,0.43526
