name,time
ins-01,0.02844
ins-02,0.01046
ins-03,0.01080
ins-04,0.01338
ins-05,0.01582
ins-06,0.03857
ins-07,0.02407
ins-08,0.02327
ins-09,0.02491
ins-10,0.07114
ins-11,1.24448
ins-12,0.16846
ins-13,0.15584
ins-14,0.14931
ins-15,0.31292
ins-16,0.99016
ins-17,0.63462
ins-18,0.64350
ins-19,30.03366
ins-20,5.18427
ins-21,27.67226
ins-22,12.39407
ins-23,3.18814
ins-24,1.43368
ins-25,6.39127
ins-26,0.46305
